trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 1.0}",25,0,-100.26735329933412,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
2,False,"{'a': 0.01, 'e': 0.999000499833375}",20,0,-58.708079629794696,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
3,False,"{'a': 0.01, 'e': 0.9980019986673331}",20,0,-65.21964770191023,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
4,False,"{'a': 0.01, 'e': 0.997004495503373}",30,0,-142.3546693584132,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
5,False,"{'a': 0.01, 'e': 0.9960079893439915}",20,0,-30.169326681514743,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.9950124791926823}",25,0,-268.48611322346653,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 5}",0
7,False,"{'a': 0.01, 'e': 0.9940179640539353}",25,0,-124.54193922847554,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
8,False,"{'a': 0.01, 'e': 0.9930244429332351}",30,2,-117.28066065346006,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 1}",1
9,False,"{'a': 0.01, 'e': 0.9920319148370607}",20,0,-88.99405411120725,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.9910403787728836}",20,1,-149.18161034579123,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 1}",1
11,False,"{'a': 0.01, 'e': 0.9900498337491681}",25,0,-105.71146834603235,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.9890602787753687}",25,0,-109.52658451999588,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.9880717128619305}",25,0,-103.88340476730623,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.9870841350202876}",30,3,-200.85574382052357,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 3}",1
15,False,"{'a': 0.01, 'e': 0.9860975442628619}",25,0,-138.30718884905866,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
16,False,"{'a': 0.01, 'e': 0.9851119396030626}",20,0,-65.76944753662094,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
17,False,"{'a': 0.01, 'e': 0.9841273200552851}",20,0,-99.93804523581255,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.9831436846349096}",25,0,-184.75382468931258,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
19,False,"{'a': 0.01, 'e': 0.9821610323583008}",25,0,-167.0923313042555,"{0: 13, 1: 6, 2: 1, 3: 3, 4: 2}",0
20,False,"{'a': 0.01, 'e': 0.981179362242806}",30,0,-109.51681322679751,"{0: 19, 1: 4, 2: 3, 3: 4, 4: 0}",0
21,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-165.40383164852602,"{0: 11, 1: 2, 2: 9, 3: 2, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.9792189645694596}",25,0,-184.87334978149994,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.97824023505121}",20,0,-56.10454047758607,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.9772624837732771}",20,7,-22.85197190675634,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
25,False,"{'a': 0.01, 'e': 0.9762857097579093}",30,0,-165.26225159354817,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
26,False,"{'a': 0.01, 'e': 0.9753099120283326}",20,0,-85.16347199083476,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9743350896087494}",20,8,2.0528527988856453,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.01, 'e': 0.9733612415243368}",25,0,-109.9578697245881,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.9723883668012469}",35,0,-142.78096513769432,"{0: 22, 1: 5, 2: 4, 3: 3, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.9714164644666048}",30,0,-133.2202085671913,"{0: 16, 1: 4, 2: 7, 3: 3, 4: 0}",0
31,False,"{'a': 0.01, 'e': 0.9704455335485082}",25,0,-90.28128688273495,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.9694755730760259}",25,1,-260.9212191846176,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 5}",1
33,False,"{'a': 0.01, 'e': 0.9685065820791976}",20,0,-61.9097919218593,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
34,False,"{'a': 0.01, 'e': 0.967538559589032}",25,0,-198.12060301627997,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
35,False,"{'a': 0.01, 'e': 0.9665715046375066}",25,0,-203.6690054969143,"{0: 9, 1: 5, 2: 7, 3: 2, 4: 2}",0
36,False,"{'a': 0.01, 'e': 0.9656054162575665}",20,0,-99.00731096872948,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.9646402934831231}",20,12,-20.718268226226552,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.9636761353490535}",35,0,-132.61703616047265,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
39,False,"{'a': 0.01, 'e': 0.9627129408911995}",30,0,-181.49172918474957,"{0: 16, 1: 2, 2: 7, 3: 4, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.9617507091463667}",25,0,-187.73864638090726,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
41,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,0,-92.19565030307511,"{0: 15, 1: 0, 2: 9, 3: 1, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.9598291299477989}",20,0,-124.40202356527128,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.9588697805724845}",30,0,-274.45451529285566,"{0: 11, 1: 5, 2: 8, 3: 3, 4: 3}",0
44,False,"{'a': 0.01, 'e': 0.9579113900670306}",25,0,-161.5423613749855,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.9569539574730467}",25,0,-75.99978754985919,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.9559974818331}",30,0,-61.78902063916554,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.9550419621907147}",25,0,-147.9160424702408,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
48,False,"{'a': 0.01, 'e': 0.9540873975903711}",20,0,-41.11923326557019,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.9531337870775047}",25,0,-150.63914687821767,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.9521811296985049}",20,0,-184.40277723869812,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
51,False,"{'a': 0.01, 'e': 0.951229424500714}",30,0,-146.72400492991486,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.950278670532427}",25,0,-116.09673192813193,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.9493288668428895}",20,0,-106.5181336723515,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.9483800124822982}",20,0,-28.679679335843762,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.9474321065017983}",20,0,-177.3958732482422,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
56,False,"{'a': 0.01, 'e': 0.9464851479534838}",20,0,-101.32724388990991,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.9455391358903963}",20,0,-71.8928743407407,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.01, 'e': 0.9445940693665233}",25,0,-144.89026972097474,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
59,False,"{'a': 0.01, 'e': 0.9436499474367985}",25,0,-172.03932919244164,"{0: 12, 1: 4, 2: 4, 3: 4, 4: 1}",0
60,False,"{'a': 0.01, 'e': 0.9427067691570997}",20,3,-100.6716649006548,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
61,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,0,-66.48048134046059,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.9408232397760097}",25,12,-54.42420231110514,"{0: 7, 1: 5, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.01, 'e': 0.9398828867910889}",25,0,-157.8840861569999,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.9389434736891332}",20,0,-73.02094168036209,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.9380049995307295}",25,0,-39.93282506226753,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.9370674633774034}",20,0,-122.46993103953916,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.9361308642916188}",25,0,-155.1653683898266,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
68,False,"{'a': 0.01, 'e': 0.9351952013367766}",20,0,-142.93279540399308,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 3}",0
69,False,"{'a': 0.01, 'e': 0.9342604735772135}",35,0,-230.51219366242822,"{0: 22, 1: 2, 2: 6, 3: 1, 4: 4}",0
70,False,"{'a': 0.01, 'e': 0.933326680078202}",25,0,-145.11614567594523,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
71,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-93.7734076065391,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.9314618921275921}",20,0,-74.70025611750975,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.01, 'e': 0.9305308958112057}",20,0,-155.63428778038968,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
74,False,"{'a': 0.01, 'e': 0.9296008300257927}",30,0,-76.146099182521,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.9286716938412872}",20,0,-141.76915672622007,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
76,False,"{'a': 0.01, 'e': 0.9277434863285529}",20,0,-134.2360235483805,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
77,False,"{'a': 0.01, 'e': 0.9268162065593822}",20,0,-167.38635585938306,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
78,False,"{'a': 0.01, 'e': 0.9258898536064953}",30,0,-84.32201444633837,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.9249644265435393}",20,0,-49.52285293492898,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.9240399244450868}",20,0,-138.21155684624716,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
81,False,"{'a': 0.01, 'e': 0.9231163463866358}",30,0,-171.84800567289133,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
82,False,"{'a': 0.01, 'e': 0.922193691444608}",35,4,-144.41362521810998,"{0: 17, 1: 5, 2: 6, 3: 2, 4: 1}",1
83,False,"{'a': 0.01, 'e': 0.9212719586963487}",25,0,-122.49297318403254,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
84,False,"{'a': 0.01, 'e': 0.9203511472201247}",25,0,-180.64093636228876,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
85,False,"{'a': 0.01, 'e': 0.9194312560951247}",25,8,-89.92497977977025,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
86,False,"{'a': 0.01, 'e': 0.9185122844014574}",30,0,-110.73812289635566,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.9175942312201509}",35,0,-202.11586107444535,"{0: 22, 1: 4, 2: 4, 3: 2, 4: 3}",0
88,False,"{'a': 0.01, 'e': 0.9166770956331523}",25,0,-78.57950521320248,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.9157608767233256}",20,13,-36.83624876234095,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.914845573574452}",25,0,-144.53491166988795,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.9139311852712282}",25,0,-228.4203254052957,"{0: 14, 1: 2, 2: 2, 3: 3, 4: 4}",0
92,False,"{'a': 0.01, 'e': 0.9130177108992658}",20,0,-89.81953707328712,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.9121051495450904}",25,0,-129.49957402525456,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
94,False,"{'a': 0.01, 'e': 0.9111935002961405}",30,0,-175.20977379383976,"{0: 15, 1: 6, 2: 6, 3: 1, 4: 2}",0
95,False,"{'a': 0.01, 'e': 0.910282762240767}",20,0,-92.21321797712791,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
96,False,"{'a': 0.01, 'e': 0.9093729344682314}",20,0,-200.74601824946524,"{0: 9, 1: 5, 2: 1, 3: 1, 4: 4}",0
97,False,"{'a': 0.01, 'e': 0.9084640160687062}",20,0,-74.38508886915633,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
98,False,"{'a': 0.01, 'e': 0.9075560061332727}",25,0,-122.10835755734092,"{0: 14, 1: 2, 2: 5, 3: 4, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.9066489037539209}",20,0,-154.63433758311413,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
100,False,"{'a': 0.01, 'e': 0.9057427080235485}",30,0,-64.74968242334606,"{0: 20, 1: 7, 2: 2, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.9048374180359595}",35,1,-166.6429361194348,"{0: 19, 1: 4, 2: 9, 3: 0, 4: 2}",1
102,False,"{'a': 0.01, 'e': 0.9039330328858641}",25,4,-66.39378330861275,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 1}",1
103,False,"{'a': 0.01, 'e': 0.9030295516688768}",20,0,-139.2573173404069,"{0: 8, 1: 3, 2: 6, 3: 2, 4: 1}",0
104,False,"{'a': 0.01, 'e': 0.9021269734815165}",25,0,-104.13290702811122,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
105,False,"{'a': 0.01, 'e': 0.9012252974212047}",30,0,-95.42235814431041,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
106,False,"{'a': 0.01, 'e': 0.9003245225862656}",20,0,-65.12926364477565,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.899424648075924}",35,0,-177.2618206302609,"{0: 21, 1: 2, 2: 9, 3: 1, 4: 2}",0
108,False,"{'a': 0.01, 'e': 0.8985256729903055}",20,10,-33.07476752923611,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.8976275964304349}",30,0,-246.00489808994124,"{0: 12, 1: 5, 2: 7, 3: 4, 4: 2}",0
110,False,"{'a': 0.01, 'e': 0.8967304174982355}",20,0,-109.9047659326147,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-75.56060224398072,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
112,False,"{'a': 0.01, 'e': 0.894938748929031}",25,9,-9.03135578768162,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.8940442575003572}",25,9,-57.37209139208423,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.01, 'e': 0.8931506601160155}",25,2,-114.63420347129994,"{0: 15, 1: 0, 2: 3, 3: 5, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.8922579558824083}",20,0,-140.57102076083714,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
116,False,"{'a': 0.01, 'e': 0.8913661439068313}",25,0,-80.95133341139092,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.8904752232974726}",20,0,-135.2058983080606,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
118,False,"{'a': 0.01, 'e': 0.8895851931634113}",35,0,-124.80584340125773,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
119,False,"{'a': 0.01, 'e': 0.8886960526146174}",25,0,-195.4063799242015,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 4}",0
120,False,"{'a': 0.01, 'e': 0.8878078007619501}",30,12,-45.547759759496145,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.8869204367171575}",25,0,-142.49060458560285,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
122,False,"{'a': 0.01, 'e': 0.8860339595928756}",20,0,-86.9562471162527,"{0: 11, 1: 6, 2: 1, 3: 1, 4: 1}",0
123,False,"{'a': 0.01, 'e': 0.8851483685026271}",25,0,-100.2693794421114,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
124,False,"{'a': 0.01, 'e': 0.8842636625608209}",35,0,-92.16300018321613,"{0: 23, 1: 2, 2: 9, 3: 1, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.8833798408827509}",20,0,-83.39658897075113,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
126,False,"{'a': 0.01, 'e': 0.8824969025845955}",20,0,-9.486330261884957,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.01, 'e': 0.8816148467834161}",25,0,-106.79046229142178,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
128,False,"{'a': 0.01, 'e': 0.880733672597157}",20,0,-119.99479517165386,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.8798533791446438}",30,0,-270.2298259612869,"{0: 14, 1: 1, 2: 7, 3: 5, 4: 3}",0
130,False,"{'a': 0.01, 'e': 0.8789739655455832}",20,0,-68.45909473454131,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
131,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-173.62985352909635,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
132,False,"{'a': 0.01, 'e': 0.8772177743910435}",25,12,-83.16398135998432,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
133,False,"{'a': 0.01, 'e': 0.8763409950793732}",20,0,-140.4916497312976,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
134,False,"{'a': 0.01, 'e': 0.8754650921087711}",25,0,-75.29785837842886,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
135,False,"{'a': 0.01, 'e': 0.874590064603334}",25,12,-38.60436382163127,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.8737159116880344}",25,0,-53.73631915470862,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.8728426324887193}",30,0,-129.03129321295773,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
138,False,"{'a': 0.01, 'e': 0.8719702261321094}",30,0,-195.75588105379876,"{0: 18, 1: 4, 2: 2, 3: 3, 4: 3}",0
139,False,"{'a': 0.01, 'e': 0.8710986917457983}",25,0,-137.84409103219068,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
140,False,"{'a': 0.01, 'e': 0.8702280284582515}",30,0,-290.16638341878183,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 5}",0
141,False,"{'a': 0.01, 'e': 0.8693582353988059}",30,0,-156.0209396768835,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
142,False,"{'a': 0.01, 'e': 0.8684893116976679}",20,0,-49.84330025871494,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.867621256485914}",25,0,-145.0589658358911,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
144,False,"{'a': 0.01, 'e': 0.8667540688954889}",20,0,-125.84537100967536,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
145,False,"{'a': 0.01, 'e': 0.865887748059205}",20,0,-69.84925525858036,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
146,False,"{'a': 0.01, 'e': 0.8650222931107413}",20,0,-62.02467457382571,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.01, 'e': 0.8641577031846428}",20,0,-31.58962928948135,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
148,False,"{'a': 0.01, 'e': 0.8632939774163194}",20,15,0.17566830832539648,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.8624311149420455}",20,0,-58.27909022043815,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
150,False,"{'a': 0.01, 'e': 0.8615691148989583}",25,0,-70.35810844401757,"{0: 16, 1: 5, 2: 1, 3: 3, 4: 0}",0
151,False,"{'a': 0.01, 'e': 0.8607079764250578}",30,0,-107.8470056571058,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
152,False,"{'a': 0.01, 'e': 0.8598476986592055}",20,0,-180.541032471622,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
153,False,"{'a': 0.01, 'e': 0.8589882807411234}",25,0,-94.39126381534847,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
154,False,"{'a': 0.01, 'e': 0.8581297218113938}",20,0,-109.8963455604342,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
155,False,"{'a': 0.01, 'e': 0.8572720210114575}",20,2,-46.70669985482412,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.8564151774836135}",25,0,-132.23025205224275,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
157,False,"{'a': 0.01, 'e': 0.8555591903710185}",20,0,-94.16622651541803,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
158,False,"{'a': 0.01, 'e': 0.8547040588176851}",20,10,-22.666457922940186,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.8538497819684817}",25,2,-62.84953769811575,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.8529963589691315}",20,0,-27.286894999278726,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
161,False,"{'a': 0.01, 'e': 0.8521437889662113}",25,0,-114.46834788049412,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
162,False,"{'a': 0.01, 'e': 0.8512920711071511}",25,0,-106.79290420871222,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
163,False,"{'a': 0.01, 'e': 0.850441204540233}",25,12,0.6548067663417343,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.8495911884145902}",30,0,-3.755322953214523,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.8487420218802068}",20,0,-55.62071833780013,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
166,False,"{'a': 0.01, 'e': 0.8478937040879159}",20,0,-30.781348643999454,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
167,False,"{'a': 0.01, 'e': 0.8470462341893996}",25,0,-62.61891733866233,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
168,False,"{'a': 0.01, 'e': 0.8461996113371882}",30,0,-50.55170528020466,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
169,False,"{'a': 0.01, 'e': 0.8453538346846587}",20,0,-118.26145659452285,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.01, 'e': 0.8445089033860343}",20,0,-124.15298706798741,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
171,False,"{'a': 0.01, 'e': 0.8436648165963837}",20,0,-51.56572009892526,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
172,False,"{'a': 0.01, 'e': 0.8428215734716199}",30,0,-117.54406940657077,"{0: 18, 1: 8, 2: 2, 3: 0, 4: 2}",0
173,False,"{'a': 0.01, 'e': 0.8419791731684999}",30,0,-97.99767973441928,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
174,False,"{'a': 0.01, 'e': 0.8411376148446232}",35,0,-191.17895154571352,"{0: 20, 1: 7, 2: 4, 3: 1, 4: 3}",0
175,False,"{'a': 0.01, 'e': 0.8402968976584314}",30,17,-4.914854173807629,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.8394570207692074}",25,0,-66.30506502128902,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
177,False,"{'a': 0.01, 'e': 0.838617983337074}",25,0,-228.05921606447086,"{0: 12, 1: 1, 2: 6, 3: 3, 4: 3}",0
178,False,"{'a': 0.01, 'e': 0.8377797845229938}",35,5,-277.08319893603226,"{0: 17, 1: 5, 2: 0, 3: 2, 4: 6}",1
179,False,"{'a': 0.01, 'e': 0.8369424234887681}",30,0,-168.56830095351455,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
180,False,"{'a': 0.01, 'e': 0.8361058993970355}",20,0,-38.951988403894305,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
181,False,"{'a': 0.01, 'e': 0.835270211411272}",20,0,-87.99103986769978,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
182,False,"{'a': 0.01, 'e': 0.8344353586957896}",25,0,-153.91096819218913,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
183,False,"{'a': 0.01, 'e': 0.8336013404157353}",25,0,-123.92585802416002,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
184,False,"{'a': 0.01, 'e': 0.832768155737091}",20,13,-2.8029178720979764,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
