trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 1.0}",30,0,-128.15529598500345,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
2,False,"{'a': 0.01, 'e': 0.999000499833375}",30,0,-165.49655070109088,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
3,False,"{'a': 0.01, 'e': 0.9980019986673331}",30,0,-83.87190341712818,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.01, 'e': 0.997004495503373}",20,0,-83.98766269045231,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 0.01, 'e': 0.9960079893439915}",35,0,-235.9737801450068,"{0: 18, 1: 7, 2: 6, 3: 0, 4: 4}",0
6,False,"{'a': 0.01, 'e': 0.9950124791926823}",25,0,-121.24851558479328,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
7,False,"{'a': 0.01, 'e': 0.9940179640539353}",25,0,-139.32875014855261,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
8,False,"{'a': 0.01, 'e': 0.9930244429332351}",35,0,-131.39597981371034,"{0: 22, 1: 4, 2: 7, 3: 1, 4: 1}",0
9,False,"{'a': 0.01, 'e': 0.9920319148370607}",25,0,-173.24824948141986,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
10,False,"{'a': 0.01, 'e': 0.9910403787728836}",30,0,-143.30215583046012,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
11,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-86.98500320838369,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
12,False,"{'a': 0.01, 'e': 0.9890602787753687}",25,0,-156.53135124966082,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
13,False,"{'a': 0.01, 'e': 0.9880717128619305}",25,0,-198.073581489677,"{0: 9, 1: 4, 2: 9, 3: 1, 4: 2}",0
14,False,"{'a': 0.01, 'e': 0.9870841350202876}",30,0,-243.50840752139501,"{0: 9, 1: 8, 2: 9, 3: 2, 4: 2}",0
15,False,"{'a': 0.01, 'e': 0.9860975442628619}",25,0,-166.23874558232765,"{0: 11, 1: 4, 2: 6, 3: 3, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.9851119396030626}",20,9,-46.96171326450246,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
17,False,"{'a': 0.01, 'e': 0.9841273200552851}",20,0,-112.13886988800122,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.9831436846349096}",20,0,-74.04521049665755,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
19,False,"{'a': 0.01, 'e': 0.9821610323583008}",20,0,-110.21896904677833,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.981179362242806}",20,0,-96.97807149037209,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-140.3935128249667,"{0: 11, 1: 8, 2: 3, 3: 2, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.9792189645694596}",25,0,-199.0004947822612,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.97824023505121}",25,0,-93.08251547752685,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.9772624837732771}",20,9,-63.23554018452717,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
25,False,"{'a': 0.01, 'e': 0.9762857097579093}",20,0,-162.8757098150382,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
26,False,"{'a': 0.01, 'e': 0.9753099120283326}",20,0,-72.07358017632676,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
27,False,"{'a': 0.01, 'e': 0.9743350896087494}",25,0,-203.3617108541043,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
28,False,"{'a': 0.01, 'e': 0.9733612415243368}",30,0,-99.6398036519076,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.9723883668012469}",20,0,-20.072716562212886,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.9714164644666048}",20,0,-71.58305629215246,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
31,False,"{'a': 0.01, 'e': 0.9704455335485082}",30,0,-71.8647704650236,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.9694755730760259}",35,9,-64.49973007059825,"{0: 16, 1: 5, 2: 4, 3: 1, 4: 0}",1
33,False,"{'a': 0.01, 'e': 0.9685065820791976}",30,0,-156.05092725864853,"{0: 16, 1: 3, 2: 6, 3: 5, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.967538559589032}",20,0,-143.03186181521238,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.9665715046375066}",20,3,-72.19113628889048,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 0}",1
36,False,"{'a': 0.01, 'e': 0.9656054162575665}",30,0,-54.39652622208789,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.9646402934831231}",20,0,-160.8992981125668,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
38,False,"{'a': 0.01, 'e': 0.9636761353490535}",30,0,-239.54342628245348,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 5}",0
39,False,"{'a': 0.01, 'e': 0.9627129408911995}",20,0,-179.62133151239559,"{0: 9, 1: 0, 2: 7, 3: 2, 4: 2}",0
40,False,"{'a': 0.01, 'e': 0.9617507091463667}",20,0,-126.25085011678343,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
41,False,"{'a': 0.01, 'e': 0.9607894391523232}",20,0,-54.342447188420174,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.9598291299477989}",20,0,-101.11719561821666,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
43,False,"{'a': 0.01, 'e': 0.9588697805724845}",30,0,-300.5638150724055,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 6}",0
44,False,"{'a': 0.01, 'e': 0.9579113900670306}",20,0,-34.644282658007214,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
45,False,"{'a': 0.01, 'e': 0.9569539574730467}",35,0,-254.9978370690963,"{0: 19, 1: 1, 2: 9, 3: 3, 4: 3}",0
46,False,"{'a': 0.01, 'e': 0.9559974818331}",30,0,-160.089738528782,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
47,False,"{'a': 0.01, 'e': 0.9550419621907147}",25,0,-73.64016867236151,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
48,False,"{'a': 0.01, 'e': 0.9540873975903711}",35,0,-210.23677713942297,"{0: 16, 1: 4, 2: 13, 3: 0, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.9531337870775047}",20,0,-115.15379698819014,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.9521811296985049}",25,0,-84.35993246947571,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.951229424500714}",25,0,-57.029835770362716,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.950278670532427}",25,0,-44.371756326655394,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.9493288668428895}",20,0,-136.1963298545025,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.9483800124822982}",30,0,-174.50192896097977,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.9474321065017983}",20,0,-68.20539843130128,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.9464851479534838}",30,0,-137.62798550721516,"{0: 14, 1: 7, 2: 8, 3: 0, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.9455391358903963}",25,0,-122.8591645099003,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.9445940693665233}",25,5,-36.17916707911929,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.9436499474367985}",20,0,-119.69405906504394,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.9427067691570997}",20,0,-126.93925564753184,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
61,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,0,-159.20336401738922,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
62,False,"{'a': 0.01, 'e': 0.9408232397760097}",30,18,-7.083054113641552,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.01, 'e': 0.9398828867910889}",30,0,-134.79527480811316,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.9389434736891332}",30,0,-139.50120038262114,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.9380049995307295}",30,0,-183.30727903702373,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
66,False,"{'a': 0.01, 'e': 0.9370674633774034}",30,0,-214.0576296264134,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
67,False,"{'a': 0.01, 'e': 0.9361308642916188}",25,0,-188.279128221991,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
68,False,"{'a': 0.01, 'e': 0.9351952013367766}",20,5,-29.359562156679946,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.9342604735772135}",25,0,-89.36780652871823,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.933326680078202}",30,0,-222.8704643313578,"{0: 13, 1: 4, 2: 8, 3: 3, 4: 2}",0
71,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-60.13499881817743,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.9314618921275921}",20,0,-91.65301641385648,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
73,False,"{'a': 0.01, 'e': 0.9305308958112057}",20,0,-51.26567964593429,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.9296008300257927}",25,0,-44.28448292470835,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.9286716938412872}",35,0,-122.40273148511163,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.9277434863285529}",20,0,-50.21447496645743,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.9268162065593822}",20,0,-119.93702653626954,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.9258898536064953}",25,0,-160.86722053896116,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
79,False,"{'a': 0.01, 'e': 0.9249644265435393}",20,0,-87.93095192657904,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.9240399244450868}",20,0,-129.9438007757438,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
81,False,"{'a': 0.01, 'e': 0.9231163463866358}",25,4,-38.144389212671115,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.922193691444608}",20,6,-39.02277571510425,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.9212719586963487}",30,0,-155.01014007268236,"{0: 14, 1: 2, 2: 12, 3: 2, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.9203511472201247}",20,0,-57.266701927241144,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.9194312560951247}",20,0,-39.710503355003155,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.9185122844014574}",20,0,-106.1862442213301,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
87,False,"{'a': 0.01, 'e': 0.9175942312201509}",25,0,-59.436337333308444,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
88,False,"{'a': 0.01, 'e': 0.9166770956331523}",20,0,-43.79168218351751,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.9157608767233256}",25,8,-74.361411995837,"{0: 10, 1: 4, 2: 1, 3: 1, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.914845573574452}",25,0,-131.10841219677025,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
91,False,"{'a': 0.01, 'e': 0.9139311852712282}",20,0,-125.97057039680095,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
92,False,"{'a': 0.01, 'e': 0.9130177108992658}",20,10,-18.897817119025746,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.9121051495450904}",25,0,-122.48698575199401,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.9111935002961405}",20,0,-27.43250745412773,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
95,False,"{'a': 0.01, 'e': 0.910282762240767}",25,0,-159.29335721556598,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
96,False,"{'a': 0.01, 'e': 0.9093729344682314}",20,0,-32.482592331007,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.9084640160687062}",25,0,-159.9821355022014,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
98,False,"{'a': 0.01, 'e': 0.9075560061332727}",20,0,-64.38828767516915,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.9066489037539209}",20,0,-89.88241139512331,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.9057427080235485}",25,0,-190.61783696186595,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
101,False,"{'a': 0.01, 'e': 0.9048374180359595}",35,0,-170.3174270766706,"{0: 21, 1: 4, 2: 6, 3: 2, 4: 2}",0
102,False,"{'a': 0.01, 'e': 0.9039330328858641}",20,0,-88.78376062858399,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.9030295516688768}",20,0,-56.28594747142563,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.9021269734815165}",30,0,-234.5125811773801,"{0: 15, 1: 4, 2: 5, 3: 3, 4: 3}",0
105,False,"{'a': 0.01, 'e': 0.9012252974212047}",20,0,-134.67409213518638,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.9003245225862656}",20,0,-53.58762695332693,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.899424648075924}",20,0,-111.80643831940456,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
108,False,"{'a': 0.01, 'e': 0.8985256729903055}",20,0,-160.79080219846097,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
109,False,"{'a': 0.01, 'e': 0.8976275964304349}",20,0,-17.136589956795778,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.01, 'e': 0.8967304174982355}",30,0,-110.71078883165647,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.01, 'e': 0.8958341352965282}",30,0,-302.36263080703355,"{0: 12, 1: 2, 2: 11, 3: 0, 4: 5}",0
112,False,"{'a': 0.01, 'e': 0.894938748929031}",20,0,-53.20662294700397,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.8940442575003572}",20,9,4.905712130108114,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.8931506601160155}",20,0,-164.67826920760223,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
115,False,"{'a': 0.01, 'e': 0.8922579558824083}",20,0,-75.13990817511979,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.8913661439068313}",30,0,-114.7263215099246,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
117,False,"{'a': 0.01, 'e': 0.8904752232974726}",20,6,14.986849802205905,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.8895851931634113}",25,7,-38.01272236778199,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.8886960526146174}",20,0,-41.35033034523866,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
120,False,"{'a': 0.01, 'e': 0.8878078007619501}",20,3,-8.951181561684486,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-61.441276906577514,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.01, 'e': 0.8860339595928756}",20,0,-90.06384381613617,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
123,False,"{'a': 0.01, 'e': 0.8851483685026271}",25,14,-30.150450628779886,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.8842636625608209}",20,0,-44.08704459356357,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.8833798408827509}",25,3,-61.5208132479908,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
126,False,"{'a': 0.01, 'e': 0.8824969025845955}",35,13,-122.56118621500148,"{0: 10, 1: 5, 2: 5, 3: 1, 4: 1}",1
127,False,"{'a': 0.01, 'e': 0.8816148467834161}",35,0,-111.960870915264,"{0: 22, 1: 4, 2: 8, 3: 0, 4: 1}",0
128,False,"{'a': 0.01, 'e': 0.880733672597157}",20,0,-44.98287428597,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.8798533791446438}",20,12,-20.710939290718635,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.8789739655455832}",20,7,-54.85485235231389,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
131,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-142.51754463792992,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
132,False,"{'a': 0.01, 'e': 0.8772177743910435}",20,0,-178.89199549684537,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
133,False,"{'a': 0.01, 'e': 0.8763409950793732}",20,0,-11.436582658972986,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.8754650921087711}",25,12,-68.43626974428665,"{0: 5, 1: 2, 2: 5, 3: 1, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.874590064603334}",20,0,-101.7504797938814,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
136,False,"{'a': 0.01, 'e': 0.8737159116880344}",20,0,-94.3912582780226,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.8728426324887193}",25,0,-128.4762824238701,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
138,False,"{'a': 0.01, 'e': 0.8719702261321094}",30,0,-215.87199775632806,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
139,False,"{'a': 0.01, 'e': 0.8710986917457983}",25,0,-26.924321540245572,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
140,False,"{'a': 0.01, 'e': 0.8702280284582515}",30,0,-46.10325100553589,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-111.16348609733208,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
142,False,"{'a': 0.01, 'e': 0.8684893116976679}",20,0,-61.87152255958495,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.867621256485914}",20,0,-88.09314104544362,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
144,False,"{'a': 0.01, 'e': 0.8667540688954889}",30,0,-101.34706795700296,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
145,False,"{'a': 0.01, 'e': 0.865887748059205}",20,0,-84.94978686210415,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.01, 'e': 0.8650222931107413}",25,0,-76.29877285509895,"{0: 14, 1: 6, 2: 3, 3: 2, 4: 0}",0
147,False,"{'a': 0.01, 'e': 0.8641577031846428}",20,0,-88.3668744380598,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.8632939774163194}",20,0,-13.971403119254918,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
149,False,"{'a': 0.01, 'e': 0.8624311149420455}",25,0,-8.532649471024923,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.01, 'e': 0.8615691148989583}",20,0,-100.89178565563962,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
151,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,0,-53.12667793884036,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
152,False,"{'a': 0.01, 'e': 0.8598476986592055}",25,2,-72.53909501454224,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.8589882807411234}",30,0,-146.58777478439964,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
154,False,"{'a': 0.01, 'e': 0.8581297218113938}",25,18,-37.00084425493304,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.01, 'e': 0.8572720210114575}",20,0,-204.24796632277983,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
156,False,"{'a': 0.01, 'e': 0.8564151774836135}",25,0,-65.22142943673117,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
157,False,"{'a': 0.01, 'e': 0.8555591903710185}",20,15,8.428330132398482,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.8547040588176851}",20,0,-79.15431531390604,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
159,False,"{'a': 0.01, 'e': 0.8538497819684817}",20,0,-96.74940630143828,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
160,False,"{'a': 0.01, 'e': 0.8529963589691315}",20,0,-59.65371218088989,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
161,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,0,-47.72242494241493,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
162,False,"{'a': 0.01, 'e': 0.8512920711071511}",20,0,-55.79866464142109,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
163,False,"{'a': 0.01, 'e': 0.850441204540233}",20,0,-118.52101268679162,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
164,False,"{'a': 0.01, 'e': 0.8495911884145902}",25,0,-95.80764135490865,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
165,False,"{'a': 0.01, 'e': 0.8487420218802068}",20,0,-55.184358103671286,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.8478937040879159}",20,0,-78.70983166119858,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
167,False,"{'a': 0.01, 'e': 0.8470462341893996}",20,0,-73.80180200728377,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
168,False,"{'a': 0.01, 'e': 0.8461996113371882}",20,0,-121.06168555376397,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.8453538346846587}",25,0,-267.536210182591,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 5}",0
170,False,"{'a': 0.01, 'e': 0.8445089033860343}",20,0,-100.9017633241817,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
171,False,"{'a': 0.01, 'e': 0.8436648165963837}",20,0,-121.50258950368244,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
172,False,"{'a': 0.01, 'e': 0.8428215734716199}",30,7,-129.32948348997897,"{0: 13, 1: 4, 2: 1, 3: 4, 4: 1}",1
173,False,"{'a': 0.01, 'e': 0.8419791731684999}",20,0,-12.615497384754088,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.8411376148446232}",30,0,-124.41838766904507,"{0: 15, 1: 7, 2: 5, 3: 3, 4: 0}",0
175,False,"{'a': 0.01, 'e': 0.8402968976584314}",25,0,-87.79349995949931,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
176,False,"{'a': 0.01, 'e': 0.8394570207692074}",20,0,-103.4758202812555,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
177,False,"{'a': 0.01, 'e': 0.838617983337074}",25,0,-144.37178651098623,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
178,False,"{'a': 0.01, 'e': 0.8377797845229938}",20,0,-101.01545225062718,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
179,False,"{'a': 0.01, 'e': 0.8369424234887681}",25,0,-135.47063204854837,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
180,False,"{'a': 0.01, 'e': 0.8361058993970355}",30,0,-110.48235599492753,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
181,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-108.25483994085923,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
182,False,"{'a': 0.01, 'e': 0.8344353586957896}",25,0,-62.845064276617535,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
183,False,"{'a': 0.01, 'e': 0.8336013404157353}",25,0,-64.39070601936186,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.832768155737091}",20,0,-100.77744699225788,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
